Motion Sensor Data File Oct 15, 2024 2:30 PM
Time (s)	Velocity (cm/s)
77.910	0.860
77.920	0.387
77.930	-1.333
77.940	-0.903
77.950	-3.440
77.960	-4.343
77.970	-6.063
77.980	-9.890
77.990	-7.353
78.000	-8.213
78.010	-10.750
78.020	-12.513
78.030	-9.933
78.040	-11.180
78.050	-13.373
78.060	-12.943
78.070	-15.050
78.080	-14.233
78.090	-13.803
78.100	-15.050
78.110	-14.233
78.120	-15.093
78.130	-14.190
78.140	-15.953
78.150	-11.653
78.160	-15.910
78.170	-11.653
78.180	-11.653
78.190	-14.620
78.200	-8.213
78.210	-9.073
78.220	-12.470
78.230	-6.493
78.240	-6.493
78.250	-3.440
78.260	-5.203
78.270	-4.773
78.280	-2.150
78.290	-1.763
78.300	-0.903
78.310	3.010
78.320	2.537
78.330	4.687
78.340	5.547
78.350	4.730
78.360	4.687
78.370	11.137
78.380	9.890
78.390	9.417
78.400	9.847
78.410	13.287
78.420	11.180
78.430	14.147
78.440	12.857
78.450	13.287
78.460	15.910
78.470	12.427
78.480	15.867
78.490	12.040
78.500	13.287
78.510	15.867
78.520	15.007
78.530	12.900
78.540	14.577
78.550	11.137
78.560	14.147
78.570	10.750
78.580	10.277
78.590	11.997
78.600	7.310
78.610	6.407
78.620	8.987
78.630	8.127
78.640	3.440
78.650	2.537
78.660	0.387
78.670	2.150
78.680	-0.473
78.690	-1.763
78.700	-0.430
78.710	-3.053
78.720	-5.633
78.730	-7.310
78.740	-7.783
78.750	-7.353
78.760	-6.493
78.770	-13.330
78.780	-11.653
78.790	-5.633
78.800	-14.190
78.810	-11.223
78.820	-13.803
78.830	-14.190
78.840	-12.943
78.850	-15.910
78.860	-15.093
78.870	-13.373
78.880	-16.770
78.890	-13.373
78.900	-15.093
78.910	-12.470
78.920	-15.523
78.930	-12.513
78.940	-9.460
78.950	-14.663
78.960	-10.793
78.970	-8.600
78.980	-9.933
78.990	-10.363
79.000	-5.160
79.010	-3.913
79.020	-4.773
79.030	-6.063
79.040	-3.010
79.050	-2.193
79.060	-0.903
79.070	2.580
79.080	2.967
79.090	5.977
79.100	4.730
79.110	3.827
79.120	4.687
79.130	8.987
79.140	11.180
79.150	9.417
79.160	8.127
79.170	14.190
79.180	11.997
79.190	11.567
79.200	14.577
79.210	12.900
79.220	15.007
79.230	13.717
79.240	15.437
79.250	14.620
79.260	15.867
79.270	13.717
79.280	11.180
79.290	14.577
79.300	13.287
79.310	11.567
79.320	15.050
79.330	10.277
79.340	11.137
79.350	11.997
79.360	8.600
79.370	6.407
79.380	8.987
79.390	8.170
79.400	5.977
79.410	2.537
79.420	0.387
79.430	1.720
79.440	-0.043
79.450	-0.903
79.460	-0.860
79.470	-2.193
79.480	-3.483
79.490	-4.730
79.500	-9.503
79.510	-8.213
79.520	-6.450
79.530	-10.363
79.540	-10.793
79.550	-9.890
79.560	-13.803
79.570	-12.943
79.580	-12.040
79.590	-14.233
79.600	-14.663
79.610	-15.050
79.620	-14.663
79.630	-13.373
79.640	-13.330
79.650	-13.803
79.660	-14.233
79.670	-15.480
79.680	-10.363
79.690	-16.813
79.700	-10.320
79.710	-12.513
79.720	-12.943
79.730	-8.170
79.740	-9.073
79.750	-12.083
79.760	-7.310
79.770	-3.913
79.780	-4.343
79.790	-5.590
79.800	-3.053
79.810	-3.053
79.820	-0.430
79.830	-0.043
79.840	1.677
79.850	5.117
79.860	5.160
79.870	4.257
79.880	5.117
79.890	5.590
79.900	11.137
79.910	10.707
79.920	6.837
79.930	11.610
79.940	14.147
79.950	9.417
79.960	17.200
79.970	11.137
79.980	14.147
79.990	15.867
80.000	12.470
80.010	15.007
80.020	15.867
80.030	13.287
80.040	14.620
80.050	14.147
80.060	13.287
80.070	13.760
80.080	11.997
80.090	12.857
80.100	11.137
80.110	7.310
80.120	10.277
80.130	8.127
80.140	6.837
80.150	6.450
80.160	8.127
80.170	4.257
80.180	1.290
80.190	2.107
80.200	-0.043
80.210	-0.860
80.220	-0.043
80.230	-2.623
80.240	-1.763
80.250	-6.450
80.260	-9.933
80.270	-6.493
80.280	-6.450
80.290	-7.353
80.300	-9.503
80.310	-11.180
80.320	-12.083
80.330	-11.653
80.340	-12.470
80.350	-15.093
80.360	-12.943
80.370	-13.760
80.380	-15.523
80.390	-13.373
80.400	-15.050
80.410	-13.803
80.420	-14.233
80.430	-15.480
80.440	-10.793
80.450	-15.953
80.460	-12.470
80.470	-9.503
80.480	-14.233
80.490	-9.890
80.500	-7.783
80.510	-10.793
80.520	-8.600
80.530	-5.203
80.540	-3.913
80.550	-3.010
80.560	-4.343
80.570	-3.053
80.580	-0.430
80.590	-0.043
80.600	1.677
80.610	3.870
80.620	3.827
80.630	3.397
80.640	5.117
80.650	6.450
80.660	10.707
80.670	9.417
80.680	7.740
80.690	12.857
80.700	12.427
80.710	9.417
80.720	16.340
80.730	11.567
80.740	13.287
80.750	15.910
80.760	12.857
80.770	11.137
80.780	15.867
80.790	13.760
80.800	13.717
80.810	15.867
80.820	12.427
80.830	14.190
80.840	12.427
80.850	11.997
80.860	10.750
80.870	10.277
80.880	10.277
80.890	8.987
80.900	5.590
80.910	6.837
80.920	8.557
80.930	5.590
80.940	2.107
80.950	1.677
80.960	-0.043
80.970	0.860
80.980	-1.333
80.990	-1.333
81.000	-1.720
81.010	-6.923
81.020	-9.073
81.030	-6.450
81.040	-7.783
81.050	-9.073
81.060	-10.320
81.070	-10.363
81.080	-11.653
81.090	-12.900
81.100	-9.933
81.110	-12.943
81.120	-13.760
81.130	-14.233
81.140	-13.803
81.150	-14.190
81.160	-15.523
81.170	-13.803
81.180	-12.900
81.190	-17.673
81.200	-10.363
81.210	-15.050
81.220	-14.233
81.230	-8.643
81.240	-15.050
81.250	-9.073
81.260	-7.783
81.270	-10.750
81.280	-9.933
81.290	-5.633
81.300	-4.300
81.310	-2.193
81.320	-5.203
81.330	-3.870
81.340	-0.903
81.350	-0.473
81.360	1.247
81.370	3.870
81.380	3.827
81.390	5.117
81.400	3.010
81.410	5.117
81.420	10.707
81.430	9.847
81.440	7.310
81.450	10.707
81.460	13.287
81.470	9.460
81.480	15.007
81.490	13.287
81.500	11.567
81.510	16.770
81.520	12.857
81.530	14.147
81.540	15.007
81.550	14.190
81.560	15.437
81.570	13.287
81.580	12.900
81.590	14.577
81.600	11.567
81.610	11.567
81.620	9.890
81.630	10.707
81.640	9.847
81.650	9.890
81.660	6.407
81.670	6.837
81.680	6.837
81.690	6.020
81.700	4.687
81.710	1.247
81.720	0.430
81.730	0.817
81.740	-0.903
81.750	-1.763
81.760	-1.720
81.770	-5.203
81.780	-8.213
81.790	-6.880
81.800	-6.923
81.810	-8.213
81.820	-9.030
81.830	-11.653
81.840	-9.073
81.850	-12.470
81.860	-12.943
81.870	-9.503
81.880	-13.330
81.890	-13.803
81.900	-13.803
81.910	-14.190
81.920	-15.093
81.930	-13.803
81.940	-13.760
81.950	-15.523
81.960	-12.943
81.970	-12.040
81.980	-14.663
81.990	-10.363
82.000	-12.040
82.010	-12.083
82.020	-9.073
82.030	-8.600
82.040	-9.503
82.050	-8.213
82.060	-5.590
82.070	-2.623
82.080	-3.483
82.090	-3.010
82.100	-1.763
82.110	-0.903
82.120	1.720
82.130	1.677
82.140	2.107
82.150	4.257
82.160	3.010
82.170	4.257
82.180	11.137
82.190	9.460
82.200	7.267
82.210	8.557
82.220	14.577
82.230	9.460
82.240	11.997
82.250	14.577
82.260	12.040
82.270	14.147
82.280	13.717
82.290	14.577
82.300	13.760
82.310	14.147
82.320	14.147
82.330	13.717
82.340	13.330
82.350	13.287
82.360	9.847
82.370	12.040
82.380	13.287
82.390	8.127
82.400	11.567
82.410	9.890
82.420	7.267
82.430	6.837
82.440	5.160
82.450	7.267
82.460	7.267
82.470	1.677
82.480	0.860
82.490	1.247
82.500	-0.473
82.510	-0.860
82.520	-2.193
82.530	-6.493
82.540	-6.450
82.550	-7.353
82.560	-6.493
82.570	-5.590
82.580	-11.223
82.590	-11.223
82.600	-5.590
82.610	-12.943
82.620	-12.513
82.630	-11.610
82.640	-13.803
82.650	-13.803
82.660	-13.760
82.670	-13.803
82.680	-14.233
82.690	-14.190
82.700	-13.373
82.710	-13.373
82.720	-15.480
82.730	-11.223
82.740	-14.663
82.750	-11.610
82.760	-10.793
82.770	-12.943
82.780	-9.460
82.790	-8.213
82.800	-7.783
82.810	-10.750
82.820	-5.633
82.830	-3.483
82.840	-3.053
82.850	-1.720
82.860	-2.623
82.870	-1.763
82.880	1.290
82.890	1.247
82.900	2.537
82.910	3.870
82.920	2.967
82.930	3.827
82.940	9.847
82.950	9.030
82.960	7.267
82.970	9.417
82.980	12.470
82.990	11.567
83.000	10.277
83.010	15.007
83.020	12.040
83.030	13.717
83.040	14.577
83.050	13.330
83.060	14.147
83.070	13.717
83.080	14.577
83.090	14.190
83.100	12.427
83.110	14.147
83.120	12.857
83.130	12.900
83.140	9.417
83.150	8.987
83.160	12.470
83.170	9.417
83.180	7.267
83.190	7.697
83.200	6.020
83.210	5.117
83.220	6.407
83.230	3.440
83.240	0.817
83.250	1.677
83.260	-0.473
83.270	0.000
83.280	-2.623
83.290	-3.913
83.300	-5.590
83.310	-7.783
83.320	-6.923
83.330	-5.590
83.340	-9.933
83.350	-11.223
83.360	-9.030
83.370	-11.653
83.380	-12.083
83.390	-11.610
83.400	-11.223
83.410	-12.513
83.420	-13.330
83.430	-15.953
83.440	-12.513
83.450	-14.620
83.460	-15.093
83.470	-12.083
83.480	-16.770
83.490	-11.653
83.500	-12.513
83.510	-14.190
83.520	-9.503
83.530	-13.373
83.540	-10.750
83.550	-6.923
83.560	-9.503
83.570	-10.750
83.580	-6.063
83.590	-3.913
83.600	-3.440
83.610	-2.193
83.620	-2.623
83.630	-1.720
83.640	0.817
83.650	0.817
83.660	1.677
83.670	3.870
83.680	2.107
83.690	4.257
83.700	5.160
83.710	11.567
83.720	9.847
83.730	6.407
83.740	9.890
83.750	15.437
83.760	8.127
83.770	13.330
83.780	14.147
83.790	11.137
83.800	15.007
83.810	13.760
83.820	14.147
83.830	13.287
83.840	15.007
83.850	13.760
83.860	14.577
83.870	13.717
83.880	11.610
83.890	10.707
83.900	12.427
83.910	10.277
83.920	9.890
83.930	11.137
83.940	8.127
83.950	8.170
83.960	4.257
83.970	5.977
83.980	8.557
83.990	3.440
84.000	3.397
84.010	0.817
84.020	-0.430
84.030	-0.043
84.040	-2.193
84.050	-4.300
84.060	-5.633
84.070	-6.063
84.080	-6.880
84.090	-5.203
84.100	-8.643
84.110	-11.653
84.120	-8.600
84.130	-10.793
84.140	-12.943
84.150	-11.180
84.160	-10.793
84.170	-12.513
84.180	-13.760
84.190	-14.233
84.200	-12.513
84.210	-15.050
84.220	-15.093
84.230	-11.223
84.240	-15.480
84.250	-14.233
84.260	-10.793
84.270	-15.050
84.280	-9.503
84.290	-10.793
84.300	-13.330
84.310	-8.213
84.320	-6.923
84.330	-10.320
84.340	-7.783
84.350	-6.493
84.360	-3.440
84.370	-1.763
84.380	-2.623
84.390	-2.150
84.400	0.387
84.410	0.817
84.420	2.580
84.430	2.107
84.440	2.967
84.450	4.687
84.460	6.020
84.470	9.417
84.480	8.987
84.490	6.880
84.500	8.987
84.510	14.577
84.520	8.557
84.530	12.470
84.540	14.147
84.550	11.137
84.560	16.340
84.570	12.427
84.580	13.717
84.590	14.577
84.600	13.760
84.610	12.857
84.620	11.997
84.630	12.427
84.640	12.040
84.650	14.577
84.660	10.707
84.670	10.750
84.680	11.137
84.690	9.417
84.700	9.417
84.710	8.600
84.720	4.687
84.730	5.547
84.740	6.020
84.750	4.687
84.760	3.827
84.770	0.817
84.780	0.430
84.790	0.387
84.800	-2.623
84.810	-4.730
84.820	-4.773
84.830	-6.063
84.840	-4.730
84.850	-6.493
84.860	-7.353
84.870	-11.180
84.880	-9.503
84.890	-10.363
84.900	-11.610
84.910	-11.223
84.920	-14.663
84.930	-8.600
84.940	-12.943
84.950	-15.523
84.960	-12.040
84.970	-14.663
84.980	-14.663
84.990	-11.610
85.000	-15.953
85.010	-12.513
85.020	-11.180
85.030	-15.953
85.040	-9.073
85.050	-10.750
85.060	-14.233
85.070	-7.353
85.080	-7.740
85.090	-9.933
85.100	-8.213
85.110	-6.450
85.120	-3.483
85.130	-1.333
85.140	-2.580
85.150	-0.903
85.160	-1.333
85.170	-0.043
85.180	2.580
85.190	1.677
85.200	2.107
85.210	4.300
85.220	4.257
85.230	10.277
85.240	9.847
85.250	6.880
85.260	7.697
85.270	15.007
85.280	9.460
85.290	11.137
85.300	14.577
85.310	10.707
85.320	15.050
85.330	13.287
85.340	12.857
85.350	14.620
85.360	10.707
85.370	13.287
85.380	14.147
85.390	13.330
85.400	12.427
85.410	13.717
85.420	11.137
85.430	12.470
85.440	9.847
85.450	8.557
85.460	11.180
85.470	8.127
85.480	5.547
85.490	5.977
85.500	5.590
85.510	5.977
85.520	4.257
85.530	1.720
85.540	0.387
85.550	-0.043
85.560	-2.150
85.570	-2.193
85.580	-4.773
85.590	-6.493
85.600	-5.160
85.610	-6.923
85.620	-6.923
85.630	-9.890
85.640	-9.933
85.650	-9.503
85.660	-10.750
85.670	-9.933
85.680	-12.513
85.690	-11.180
85.700	-13.803
85.710	-13.373
85.720	-13.760
85.730	-13.803
85.740	-13.373
85.750	-14.190
85.760	-13.373
85.770	-13.803
85.780	-12.470
85.790	-12.513
85.800	-13.373
85.810	-9.890
85.820	-12.513
85.830	-10.363
85.840	-8.170
85.850	-5.633
85.860	-10.793
85.870	-8.170
85.880	-4.343
85.890	-3.053
85.900	-2.150
85.910	-0.903
85.920	-1.763
85.930	-0.430
85.940	2.107
85.950	1.247
85.960	2.107
85.970	3.440
85.980	3.827
85.990	9.847
86.000	9.030
86.010	6.837
86.020	8.127
86.030	11.997
86.040	11.180
86.050	9.847
86.060	14.147
86.070	11.180
86.080	13.717
86.090	13.717
86.100	11.567
86.110	15.480
86.120	12.857
86.130	12.857
86.140	15.007
86.150	12.470
86.160	13.717
86.170	11.997
86.180	11.610
86.190	9.417
86.200	11.567
86.210	8.557
86.220	9.890
86.230	8.987
86.240	7.697
86.250	6.020
86.260	3.827
86.270	4.257
86.280	5.547
86.290	3.010
86.300	2.107
86.310	-0.473
86.320	-2.150
86.330	-1.763
86.340	-4.343
86.350	-5.160
86.360	-3.913
86.370	-6.063
86.380	-6.020
86.390	-9.503
86.400	-10.793
86.410	-9.030
86.420	-9.503
86.430	-12.513
86.440	-10.320
86.450	-13.373
86.460	-13.803
86.470	-10.750
86.480	-12.513
86.490	-13.803
86.500	-12.900
86.510	-14.663
86.520	-12.083
86.530	-14.190
86.540	-12.943
86.550	-12.083
86.560	-13.760
86.570	-9.933
86.580	-9.073
86.590	-12.900
86.600	-9.503
86.610	-5.633
86.620	-9.030
86.630	-9.073
86.640	-4.773
86.650	-4.773
86.660	-2.150
86.670	-0.903
86.680	-1.333
86.690	-0.860
86.700	1.247
86.710	0.817
86.720	3.440
86.730	2.107
86.740	4.257
86.750	9.417
86.760	8.600
86.770	5.977
86.780	8.557
86.790	11.610
86.800	10.707
86.810	9.417
86.820	13.717
86.830	11.610
86.840	12.427
86.850	13.717
86.860	13.760
86.870	13.287
86.880	13.287
86.890	14.577
86.900	12.040
86.910	13.717
86.920	13.717
86.930	11.567
86.940	8.600
86.950	13.287
86.960	10.277
86.970	9.030
86.980	10.707
86.990	8.987
87.000	8.557
87.010	5.160
87.020	3.827
87.030	6.407
87.040	4.730
87.050	2.967
87.060	2.107
87.070	-0.043
87.080	-1.720
87.090	-2.193
87.100	-4.343
87.110	-5.160
87.120	-3.913
87.130	-6.063
87.140	-5.590
87.150	-5.633
87.160	-10.793
87.170	-7.740
87.180	-10.793
87.190	-12.943
87.200	-9.890
87.210	-13.373
87.220	-13.373
87.230	-11.610
87.240	-14.663
87.250	-13.373
87.260	-13.330
87.270	-14.663
87.280	-12.083
87.290	-13.760
87.300	-14.233
87.310	-9.933
87.320	-15.050
87.330	-11.223
87.340	-8.643
87.350	-14.190
87.360	-9.073
87.370	-5.633
87.380	-8.170
87.390	-11.223
87.400	-4.773
87.410	-4.300
87.420	-2.623
87.430	-0.473
87.440	-1.720
87.450	-0.043
87.460	-0.043
87.470	0.817
87.480	2.580
87.490	2.537
87.500	2.107
87.510	8.170
87.520	9.847
87.530	7.267
87.540	7.697
87.550	8.170
87.560	13.287
87.570	10.277
87.580	10.320
87.590	15.007
87.600	10.277
87.610	14.147
87.620	14.620
87.630	12.427
87.640	13.287
87.650	14.620
87.660	9.847
87.670	13.287
87.680	14.147
87.690	12.470
87.700	12.427
87.710	11.567
87.720	11.567
87.730	11.610
87.740	8.127
87.750	8.987
87.760	9.030
87.770	6.837
87.780	3.827
87.790	5.117
87.800	4.730
87.810	4.257
87.820	2.537
87.830	0.430
87.840	-1.333
87.850	-0.903
87.860	-3.870
87.870	-2.623
87.880	-5.203
87.890	-6.020
87.900	-4.773
87.910	-7.783
87.920	-12.083
87.930	-7.310
87.940	-9.933
87.950	-12.083
87.960	-9.890
87.970	-13.373
87.980	-13.373
87.990	-11.610
88.000	-13.803
88.010	-10.793
88.020	-13.330
88.030	-13.373
88.040	-12.943
88.050	-13.330
88.060	-14.663
88.070	-10.793
88.080	-12.040
88.090	-15.093
88.100	-7.783
88.110	-11.610
88.120	-12.083
88.130	-7.353
88.140	-6.880
88.150	-7.783
88.160	-8.213
88.170	-5.590
88.180	-2.623
88.190	-2.193
88.200	-1.720
88.210	0.387
88.220	-0.473
88.230	0.430
88.240	2.107
88.250	1.247
88.260	2.967
88.270	8.170
88.280	8.987
88.290	7.697
88.300	6.450
88.310	7.697
88.320	14.577
88.330	8.557
88.340	9.030
88.350	15.437
88.360	10.277
88.370	12.470
88.380	15.007
88.390	11.567
88.400	13.287
88.410	14.620
88.420	12.427
88.430	12.857
88.440	14.147
88.450	12.040
88.460	12.857
88.470	11.137
88.480	10.750
88.490	11.567
88.500	8.557
88.510	8.127
88.520	9.890
88.530	4.687
88.540	4.687
88.550	4.300
88.560	3.827
88.570	3.827
88.580	3.827
88.590	0.860
88.600	0.817
88.610	-2.623
88.620	-3.010
88.630	-3.053
88.640	-4.343
88.650	-5.160
88.660	-4.773
88.670	-8.643
88.680	-11.180
88.690	-6.063
88.700	-9.503
88.710	-13.760
88.720	-6.923
88.730	-11.653
88.740	-11.180
88.750	-12.943
88.760	-14.233
88.770	-11.610
88.780	-12.943
88.790	-14.663
88.800	-12.900
88.810	-11.653
88.820	-15.953
88.830	-10.750
88.840	-11.653
88.850	-15.093
88.860	-7.740
88.870	-10.363
88.880	-12.083
88.890	-7.740
88.900	-6.493
88.910	-6.923
88.920	-9.460
88.930	-6.063
88.940	-3.053
88.950	-2.623
88.960	-1.720
88.970	0.387
88.980	-0.473
88.990	0.000
89.000	2.537
89.010	2.107
89.020	3.870
89.030	5.977
89.040	8.127
89.050	7.697
89.060	6.450
89.070	7.697
89.080	13.287
89.090	8.600
89.100	9.847
89.110	15.007
89.120	10.277
89.130	12.040
89.140	15.007
89.150	11.137
89.160	12.900
89.170	12.427
89.180	11.997
89.190	14.577
89.200	12.900
89.210	11.137
89.220	13.287
89.230	11.997
89.240	10.750
89.250	11.567
89.260	8.987
89.270	8.170
89.280	10.277
89.290	6.837
89.300	7.697
89.310	3.440
89.320	3.827
89.330	4.687
89.340	3.440
89.350	0.817
89.360	0.817
89.370	-1.720
89.380	-3.053
89.390	-2.623
89.400	-5.633
89.410	-5.160
89.420	-4.343
89.430	-6.493
89.440	-9.460
89.450	-9.503
89.460	-8.643
89.470	-8.600
89.480	-12.083
89.490	-9.073
89.500	-11.180
89.510	-13.803
89.520	-12.943
89.530	-12.900
89.540	-13.803
89.550	-13.803
89.560	-13.330
89.570	-12.083
89.580	-14.663
89.590	-12.470
89.600	-10.363
89.610	-13.373
89.620	-12.470
89.630	-8.213
89.640	-11.653
89.650	-10.750
89.660	-7.353
89.670	-5.633
89.680	-9.890
89.690	-7.353
89.700	-3.483
89.710	-3.440
89.720	-1.333
89.730	-0.043
89.740	-0.860
89.750	1.247
89.760	0.387
89.770	1.247
89.780	2.580
89.790	4.687
89.800	8.127
89.810	9.890
89.820	5.977
89.830	5.117
89.840	12.427
89.850	11.610
89.860	7.697
89.870	12.857
89.880	13.330
89.890	10.707
89.900	13.287
89.910	13.287
89.920	13.330
89.930	12.857
89.940	13.287
89.950	13.760
89.960	12.427
89.970	12.427
89.980	13.287
89.990	10.750
90.000	10.707
90.010	10.277
90.020	9.417
90.030	9.030
90.040	8.557
90.050	8.557
90.060	8.170
90.070	4.257
90.080	2.537
90.090	4.257
90.100	3.440
90.110	1.677
90.120	2.537
90.130	-0.860
90.140	-2.193
90.150	-1.763
90.160	-4.300
90.170	-3.483
90.180	-5.203
90.190	-6.450
90.200	-9.073
90.210	-9.073
90.220	-7.740
90.230	-9.073
90.240	-12.943
90.250	-10.750
90.260	-11.223
90.270	-12.083
90.280	-12.470
90.290	-12.513
90.300	-12.943
90.310	-12.470
90.320	-14.663
90.330	-10.363
90.340	-11.610
90.350	-14.663
90.360	-11.223
90.370	-10.750
90.380	-13.373
90.390	-9.933
90.400	-8.600
90.410	-12.083
90.420	-9.073
90.430	-4.773
90.440	-7.310
90.450	-6.923
90.460	-6.923
90.470	-4.300
90.480	-1.333
90.490	-1.333
90.500	-0.860
90.510	1.247
90.520	0.387
90.530	0.860
90.540	3.397
90.550	5.117
90.560	7.267
90.570	7.740
90.580	5.547
90.590	8.127
90.600	10.320
90.610	10.277
90.620	9.417
90.630	11.997
90.640	12.040
90.650	11.137
90.660	12.857
90.670	12.470
90.680	12.427
90.690	13.287
90.700	12.427
90.710	13.760
90.720	13.287
90.730	11.567
90.740	13.717
90.750	11.610
90.760	11.567
90.770	10.707
90.780	9.890
90.790	9.417
90.800	8.127
90.810	7.267
90.820	8.600
90.830	5.547
90.840	2.967
90.850	5.160
90.860	2.967
90.870	1.677
90.880	1.290
90.890	-0.903
90.900	-0.903
90.910	-3.053
90.920	-3.440
90.930	-3.483
90.940	-5.633
90.950	-6.020
90.960	-6.923
90.970	-9.933
90.980	-8.170
90.990	-8.643
91.000	-12.083
91.010	-10.750
91.020	-11.653
91.030	-12.943
91.040	-10.750
91.050	-14.663
91.060	-13.373
91.070	-12.040
91.080	-13.373
91.090	-13.803
91.100	-11.180
91.110	-14.663
91.120	-11.223
91.130	-10.750
91.140	-15.093
91.150	-9.073
91.160	-9.030
91.170	-12.513
91.180	-6.923
91.190	-6.450
91.200	-6.923
91.210	-9.073
91.220	-6.450
91.230	-3.913
91.240	-0.903
91.250	-2.150
91.260	-0.903
91.270	1.247
91.280	0.387
91.290	0.860
91.300	2.967
91.310	3.397
91.320	8.600
91.330	8.127
91.340	5.977
91.350	6.837
91.360	8.170
91.370	12.427
91.380	9.417
91.390	8.600
91.400	14.147
